accession_version	isolate	locus	primary_accession
QGW51909.1	Hu/Jeddah-KSA-173RS1570/2017	QGW51909	QGW51909
QGW51898.1	Hu/Jeddah-KSA-173RS1101/2017	QGW51898	QGW51898
XP_004914129.1		XP_004914129	XP_004914129
6L8Q_H		6L8Q_H	6L8Q_H
6L8Q_F		6L8Q_F	6L8Q_F
6L8Q_D		6L8Q_D	6L8Q_D
6L8Q_B		6L8Q_B	6L8Q_B
6C6Z_L		6C6Z_L	6C6Z_L
6C6Z_H		6C6Z_H	6C6Z_H
6C6Z_D		6C6Z_D	6C6Z_D
6C6Z_C		6C6Z_C	6C6Z_C
6C6Z_B		6C6Z_B	6C6Z_B
6C6Z_A		6C6Z_A	6C6Z_A
6B7N_C		6B7N_C	6B7N_C
6B7N_B		6B7N_B	6B7N_B
6B7N_A		6B7N_A	6B7N_A
5VZR_B		5VZR_B	5VZR_B
5VZR_A		5VZR_A	5VZR_A
5VZR_L		5VZR_L	5VZR_L
5VZR_H		5VZR_H	5VZR_H
5VYH_A		5VYH_A	5VYH_A
5W9N_J		5W9N_J	5W9N_J
5W9N_I		5W9N_I	5W9N_I
5W9N_H		5W9N_H	5W9N_H
5W9N_G		5W9N_G	5W9N_G
5W9N_F		5W9N_F	5W9N_F
5W9N_E		5W9N_E	5W9N_E
5W9N_D		5W9N_D	5W9N_D
5W9N_C		5W9N_C	5W9N_C
5W9N_B		5W9N_B	5W9N_B
5W9N_A		5W9N_A	5W9N_A
5W9M_J		5W9M_J	5W9M_J
5W9M_F		5W9M_F	5W9M_F
5W9M_E		5W9M_E	5W9M_E
5W9M_I		5W9M_I	5W9M_I
5W9M_H		5W9M_H	5W9M_H
5W9M_G		5W9M_G	5W9M_G
5W9M_D		5W9M_D	5W9M_D
5W9M_C		5W9M_C	5W9M_C
5W9M_B		5W9M_B	5W9M_B
5W9M_A		5W9M_A	5W9M_A
5W9L_J		5W9L_J	5W9L_J
5W9L_C		5W9L_C	5W9L_C
5W9L_B		5W9L_B	5W9L_B
5W9L_I		5W9L_I	5W9L_I
5W9L_H		5W9L_H	5W9L_H
5W9L_G		5W9L_G	5W9L_G
5W9L_F		5W9L_F	5W9L_F
5W9L_E		5W9L_E	5W9L_E
5W9L_D		5W9L_D	5W9L_D
5W9L_A		5W9L_A	5W9L_A
5W9K_L		5W9K_L	5W9K_L
5W9K_K		5W9K_K	5W9K_K
5W9K_J		5W9K_J	5W9K_J
5W9K_I		5W9K_I	5W9K_I
5W9K_H		5W9K_H	5W9K_H
5W9K_G		5W9K_G	5W9K_G
5W9K_F		5W9K_F	5W9K_F
5W9K_E		5W9K_E	5W9K_E
5W9K_D		5W9K_D	5W9K_D
5W9K_C		5W9K_C	5W9K_C
5W9K_B		5W9K_B	5W9K_B
5W9K_A		5W9K_A	5W9K_A
5W9J_L		5W9J_L	5W9J_L
5W9J_K		5W9J_K	5W9J_K
5W9J_J		5W9J_J	5W9J_J
5W9J_I		5W9J_I	5W9J_I
5W9J_H		5W9J_H	5W9J_H
5W9J_G		5W9J_G	5W9J_G
5W9J_C		5W9J_C	5W9J_C
5W9J_B		5W9J_B	5W9J_B
5W9J_A		5W9J_A	5W9J_A
5W9J_F		5W9J_F	5W9J_F
5W9J_E		5W9J_E	5W9J_E
5W9J_D		5W9J_D	5W9J_D
5W9I_L		5W9I_L	5W9I_L
5W9I_K		5W9I_K	5W9I_K
5W9I_J		5W9I_J	5W9I_J
5W9I_I		5W9I_I	5W9I_I
5W9I_H		5W9I_H	5W9I_H
5W9I_G		5W9I_G	5W9I_G
5W9I_F		5W9I_F	5W9I_F
5W9I_E		5W9I_E	5W9I_E
5W9I_D		5W9I_D	5W9I_D
5W9I_C		5W9I_C	5W9I_C
5W9I_B		5W9I_B	5W9I_B
5W9I_A		5W9I_A	5W9I_A
5W9H_RR		5W9H_RR	5W9H_RR
5W9H_QQ		5W9H_QQ	5W9H_QQ
5W9H_PP		5W9H_PP	5W9H_PP
5W9H_I		5W9H_I	5W9H_I
5W9H_H		5W9H_H	5W9H_H
5W9H_G		5W9H_G	5W9H_G
5W9H_F		5W9H_F	5W9H_F
5W9H_E		5W9H_E	5W9H_E
5W9H_D		5W9H_D	5W9H_D
5W9H_C		5W9H_C	5W9H_C
5W9H_B		5W9H_B	5W9H_B
5W9H_A		5W9H_A	5W9H_A
5VN8_K		5VN8_K	5VN8_K
5VN8_I		5VN8_I	5VN8_I
5VN8_C		5VN8_C	5VN8_C
5VN8_E		5VN8_E	5VN8_E
5VN8_J		5VN8_J	5VN8_J
5VN8_F		5VN8_F	5VN8_F
5VN8_B		5VN8_B	5VN8_B
5VN8_D		5VN8_D	5VN8_D
5VN8_L		5VN8_L	5VN8_L
5VN8_H		5VN8_H	5VN8_H
5VN8_A		5VN8_A	5VN8_A
5VN8_G		5VN8_G	5VN8_G
5VN3_M		5VN3_M	5VN3_M
5VN3_F		5VN3_F	5VN3_F
5VN3_J		5VN3_J	5VN3_J
5VN3_D		5VN3_D	5VN3_D
5VN3_O		5VN3_O	5VN3_O
5VN3_K		5VN3_K	5VN3_K
5VN3_E		5VN3_E	5VN3_E
5VN3_I		5VN3_I	5VN3_I
5VN3_B		5VN3_B	5VN3_B
5VN3_N		5VN3_N	5VN3_N
5VN3_H		5VN3_H	5VN3_H
5VN3_C		5VN3_C	5VN3_C
5VN3_G		5VN3_G	5VN3_G
5VN3_A		5VN3_A	5VN3_A
5VN3_L		5VN3_L	5VN3_L
5VK2_L		5VK2_L	5VK2_L
5VK2_H		5VK2_H	5VK2_H
5VK2_G		5VK2_G	5VK2_G
5VK2_F		5VK2_F	5VK2_F
5VK2_E		5VK2_E	5VK2_E
5VK2_D		5VK2_D	5VK2_D
5VK2_CC		5VK2_CC	5VK2_CC
5VK2_C		5VK2_C	5VK2_C
5VK2_BB		5VK2_BB	5VK2_BB
5VK2_B		5VK2_B	5VK2_B
5VK2_AA		5VK2_AA	5VK2_AA
5VK2_A		5VK2_A	5VK2_A
OUE04637.1		OUE04637	OUE04637
OUD87895.1		OUD87895	OUD87895
5KHC_A		5KHC_A	5KHC_A
5JYN_C		5JYN_C	5JYN_C
5JYN_B		5JYN_B	5JYN_B
5JYN_A		5JYN_A	5JYN_A
5CCK_L		5CCK_L	5CCK_L
5CCK_H		5CCK_H	5CCK_H
5CJX_Y		5CJX_Y	5CJX_Y
5CJX_K		5CJX_K	5CJX_K
5CJX_G		5CJX_G	5CJX_G
4YWG_Q		4YWG_Q	4YWG_Q
4YWG_I		4YWG_I	4YWG_I
4YWG_M		4YWG_M	4YWG_M
4YWG_G		4YWG_G	4YWG_G
4YWG_H		4YWG_H	4YWG_H
4YWG_L		4YWG_L	4YWG_L
QGR15739.1	CK/CH/GD/GDTS13	QGR15739	QGR15739
CKH97429.1		CKH97429	CKH97429
AAG01822.1	CA/115/00	AAG01822	AAG01822
AAG01161.1	J2	AAG01161	AAG01161
AAG01160.1	Q1	AAG01160	AAG01160
AAG00976.1		AF274443_1	AAG00976
AAG00975.1		AF274442_1	AAG00975
AAG00974.1		AF274441_1	AAG00974
AAG00973.1		AF274440_1	AAG00973
AAG00972.1		AF274439_1	AAG00972
AAG00971.1		AF274438_1	AAG00971
AAG00970.1		AF274437_1	AAG00970
AAG00969.1		AF274436_1	AAG00969
AAG00968.1		AF274435_1	AAG00968
QGM12429.1	IBV/Ck/Can/18-049707	QGM12429	QGM12429
QGM12416.1	IBV/Ck/Can/18-048430	QGM12416	QGM12416
QGM12404.1	IBV/Ck/Can/18-048192T	QGM12404	QGM12404
QGM12391.1	IBV/Ck/Can/17-036989	QGM12391	QGM12391
QGM12378.1	IBV/Ck/Can/17-035614	QGM12378	QGM12378
NP_001181946.1		NP_001181946	NP_001181946
NP_001181945.1		NP_001181945	NP_001181945
NP_001181944.1		NP_001181944	NP_001181944
NP_001181943.1		NP_001181943	NP_001181943
ACB87909.1		ACB87909	ACB87909
ACB12058.1	Mass/4/UNAM	ACB12058	ACB12058
ACB12057.1	Conn/1/UNAM	ACB12057	ACB12057
ACB12056.1	Mass/2/UNAM	ACB12056	ACB12056
ACB12055.1	Conn/75/UNAM	ACB12055	ACB12055
ACB12054.1	BL56/19/UNAM	ACB12054	ACB12054
ACB12053.1	316/74/UNAM	ACB12053	ACB12053
ACB12052.1	2001/47/UNAM	ACB12052	ACB12052
ACB12051.1	Mass/54-4/UNAM	ACB12051	ACB12051
ACB12050.1	Conn/43/UNAM	ACB12050	ACB12050
ABY84180.1	Egypt/Zag/07-02	ABY84180	ABY84180
ABY84181.1	Egypt/Zag/07-03	ABY84181	ABY84181
ABY84179.1	Egypt/Zag/07-01	ABY84179	ABY84179
ABY76279.1	IS/1366	ABY76279	ABY76279
ABY66850.1	99LVIPortugal_05	ABY66850	ABY66850
ABY66849.1	96LVIPortugal_05	ABY66849	ABY66849
ABY66848.1	94LVIPortugal_05	ABY66848	ABY66848
ABY66847.1	93LVIPortugal_05	ABY66847	ABY66847
ABY66846.1	90LVIPortugal_05	ABY66846	ABY66846
ABY66845.1	88LVIPortugal_05	ABY66845	ABY66845
ABY66844.1	87LVIPortugal_05	ABY66844	ABY66844
ABY66843.1	86LVIPortugal_05	ABY66843	ABY66843
ABY66842.1	81LVIPortugal_05	ABY66842	ABY66842
ABY66841.1	80LVIPortugal_05	ABY66841	ABY66841
ABY66840.1	74LVIPortugal_05	ABY66840	ABY66840
ABY66839.1	71LVIPortugal_05	ABY66839	ABY66839
ABY66838.1	65LVIPortugal_05	ABY66838	ABY66838
ABY66837.1	59LVIPortugal_05B	ABY66837	ABY66837
ABY66836.1	59LVIPortugal_05A	ABY66836	ABY66836
ABY66835.1	58LVIPortugal_05	ABY66835	ABY66835
ABY66834.1	50LVIPortugal_05	ABY66834	ABY66834
ABY66833.1	48LVIPortugal_05	ABY66833	ABY66833
ABY66832.1	3LVIPortugal_05	ABY66832	ABY66832
ABY66831.1	38LVIPortugal_06	ABY66831	ABY66831
ABY66830.1	38LVIPortugal_05B	ABY66830	ABY66830
ABY66829.1	37LVIPortugal_05	ABY66829	ABY66829
ABY66828.1	33LVIPortugal_05B	ABY66828	ABY66828
ABY66827.1	33LVIPortugal_05A	ABY66827	ABY66827
ABY66826.1	32LVIPortugal_06B	ABY66826	ABY66826
ABY66825.1	32LVIPortugal_06A	ABY66825	ABY66825
ABY66824.1	32LVIPortugal_06	ABY66824	ABY66824
ABY66823.1	29LVIPortugal_06	ABY66823	ABY66823
ABY66822.1	28LVIPortugal_06	ABY66822	ABY66822
ABY66821.1	27LVIPortugal_05	ABY66821	ABY66821
ABY66820.1	25LVIPortugal_04B	ABY66820	ABY66820
ABY66819.1	25LVIPortugal_04A	ABY66819	ABY66819
ABY66818.1	24LVIPortugal_06D1	ABY66818	ABY66818
ABY66817.1	24LVIPortugal_06	ABY66817	ABY66817
ABY66816.1	23LVIPortugal_04	ABY66816	ABY66816
ABY66815.1	22LVIPortugal_04B	ABY66815	ABY66815
ABY66814.1	22LVIPortugal_04A	ABY66814	ABY66814
ABY66813.1	20LVIPortugal_06Z	ABY66813	ABY66813
ABY66812.1	20LVIPortugal_06PBMC	ABY66812	ABY66812
ABY66811.1	20LVIPortugal_06	ABY66811	ABY66811
ABY66810.1	20LVIPortugal_04	ABY66810	ABY66810
ABY66809.1	1LGPortugal_06	ABY66809	ABY66809
ABY66808.1	1FGPortugal_06A	ABY66808	ABY66808
ABY66807.1	1FGPortugal_06	ABY66807	ABY66807
ABY66806.1	19LVIPortugal_06	ABY66806	ABY66806
ABY66805.1	19LVIPortugal_04B	ABY66805	ABY66805
ABY66804.1	19LVIPortugal_04A	ABY66804	ABY66804
ABY66803.1	15LVIPortugal_06	ABY66803	ABY66803
ABY66802.1	14LVIPortugal_05	ABY66802	ABY66802
ABY66801.1	13LVIPortugal_06	ABY66801	ABY66801
ABY66800.1	13LVIPortugal_04B	ABY66800	ABY66800
ABY66799.1	13LVIPortugal_04A	ABY66799	ABY66799
ABY66798.1	12LVIPortugal_06	ABY66798	ABY66798
ABY66797.1	10LVIPortugal_05b	ABY66797	ABY66797
ABY66796.1	11LVIPortugal_05B	ABY66796	ABY66796
ABY66795.1	11LVIPortugal_05A	ABY66795	ABY66795
ABY66794.1	10LVIPortugal_05A	ABY66794	ABY66794
ABY66793.1	102LVIPortugal_05	ABY66793	ABY66793
ABY20977.1		ABY20977	ABY20977
ABX90077.1		ABX90077	ABX90077
ABX90076.1		ABX90076	ABX90076
ABX90075.1		ABX90075	ABX90075
ABX90074.1		ABX90074	ABX90074
ABX84001.1		ABX84001	ABX84001
ABV74054.1		ABV74054	ABV74054
ABU63709.1	MH5365/95	ABU63709	ABU63709
ABS59775.1	INMI1	ABS59775	ABS59775
AAL69418.1	CA/96/01	AF469167_1	AAL69418
AAL56656.1		AAL56656	AAL56656
AAL56655.1		AAL56655	AAL56655
AAL56654.1		AAL56654	AAL56654
AAL23951.1	CA/603/01	AAL23951	AAL23951
AAL14993.1	1096/97	AF420330_1	AAL14993
AAL14992.1	397/97	AF420329_1	AAL14992
AAL14991.1	1106/97	AF420328_1	AAL14991
AAL14990.1	1097/97	AF420327_1	AAL14990
AAL14989.1	1120/97	AF420326_1	AAL14989
AAL14988.1	50/98	AF420325_1	AAL14988
AAL14987.1	422/97	AF420324_1	AAL14987
AAL14986.1	423/97	AF420323_1	AAL14986
AAL14985.1		AF420322_1	AAL14985
AAL14984.1	748/95	AF420321_1	AAL14984
AAL14983.1	722/95	AF420320_1	AAL14983
AAK95583.1	X	AAK95583	AAK95583
AAK95582.1	1/98	AAK95582	AAK95582
AAK95581.1	3/97	AAK95581	AAK95581
AAK95580.1	2/97	AAK95580	AAK95580
QGL40120.1	IBV8	QGL40120	QGL40120
QGL40119.1	IBV7	QGL40119	QGL40119
QGL40118.1	IBV6	QGL40118	QGL40118
QGL40117.1	IBV5	QGL40117	QGL40117
QGL40116.1	IBV4	QGL40116	QGL40116
QGL40115.1	IBV3	QGL40115	QGL40115
QGL40114.1	IBV11	QGL40114	QGL40114
QGL40113.1	IBV10	QGL40113	QGL40113
QGL40112.1	IBV9	QGL40112	QGL40112
6JO8_O		6JO8_O	6JO8_O
6JO8_N		6JO8_N	6JO8_N
6JO8_M		6JO8_M	6JO8_M
6JO8_F		6JO8_F	6JO8_F
6JO8_E		6JO8_E	6JO8_E
6JO8_D		6JO8_D	6JO8_D
6JO8_C		6JO8_C	6JO8_C
6JO8_B		6JO8_B	6JO8_B
6JO8_A		6JO8_A	6JO8_A
WP_115013163.1		WP_115013163	WP_115013163
K9N5Q8.1		SPIKE_CVEMC	K9N5Q8
Q0Q4F2.1		SPIKE_BC133	Q0Q4F2
Q0Q466.1		SPIKE_BC512	Q0Q466
Q14EB0.1		SPIKE_CVHN2	Q14EB0
Q1PD50.1		VGP_MABVA	Q1PD50
Q91AV1.1		SPIKE_PEDV7	Q91AV1
Q5MQD0.1		SPIKE_CVHN1	Q5MQD0
Q6Q1S2.1		SPIKE_CVHNL	Q6Q1S2
P59771.1		VME1_PEDV7	P59771
Q06561.2		UNC52_CAEEL	Q06561
P35498.2		SCN1A_HUMAN	P35498
P36334.1		SPIKE_CVHOC	P36334
P23052.1		SPIKE_BEV	P23052
P12651.1		SPIKE_IBVM	P12651
P11225.1		SPIKE_CVMJH	P11225
QGA70702.1		QGA70702	QGA70702
QGA70692.1		QGA70692	QGA70692
QGA30733.1		QGA30733	QGA30733
QGA30727.1		QGA30727	QGA30727
QGA30721.1		QGA30721	QGA30721
QGA30715.1		QGA30715	QGA30715
QGA30709.1		QGA30709	QGA30709
QGA30703.1		QGA30703	QGA30703
QGA30697.1		QGA30697	QGA30697
QGA30691.1		QGA30691	QGA30691
QGA30685.1		QGA30685	QGA30685
QGA30679.1		QGA30679	QGA30679
QGA30673.1		QGA30673	QGA30673
QGA30667.1		QGA30667	QGA30667
QGA30661.1		QGA30661	QGA30661
QGA30655.1		QGA30655	QGA30655
QGA30649.1		QGA30649	QGA30649
QGA30643.1		QGA30643	QGA30643
QGA30637.1		QGA30637	QGA30637
QGA30631.1		QGA30631	QGA30631
QGA30625.1		QGA30625	QGA30625
QGA30619.1		QGA30619	QGA30619
QGA30613.1		QGA30613	QGA30613
QGA30607.1		QGA30607	QGA30607
QGA30601.1		QGA30601	QGA30601
QGA30595.1		QGA30595	QGA30595
QGA30589.1		QGA30589	QGA30589
QGA30583.1		QGA30583	QGA30583
AXT92415.1	IS-1494	AXT92415	AXT92415
6ACK_D		6ACK_D	6ACK_D
6ACK_C		6ACK_C	6ACK_C
6ACK_B		6ACK_B	6ACK_B
6ACK_A		6ACK_A	6ACK_A
6ACJ_D		6ACJ_D	6ACJ_D
6ACJ_C		6ACJ_C	6ACJ_C
6ACJ_B		6ACJ_B	6ACJ_B
6ACJ_A		6ACJ_A	6ACJ_A
6ACG_D		6ACG_D	6ACG_D
6ACG_C		6ACG_C	6ACG_C
6ACG_B		6ACG_B	6ACG_B
6ACG_A		6ACG_A	6ACG_A
6ACD_C		6ACD_C	6ACD_C
6ACD_B		6ACD_B	6ACD_B
6ACD_A		6ACD_A	6ACD_A
6ACC_C		6ACC_C	6ACC_C
6ACC_B		6ACC_B	6ACC_B
6ACC_A		6ACC_A	6ACC_A
5WRG_C		5WRG_C	5WRG_C
5WRG_B		5WRG_B	5WRG_B
5WRG_A		5WRG_A	5WRG_A
3MUW_Z		3MUW_Z	3MUW_Z
3MUW_F		3MUW_F	3MUW_F
3MUW_Y		3MUW_Y	3MUW_Y
3MUW_E		3MUW_E	3MUW_E
3MUW_X		3MUW_X	3MUW_X
3MUW_D		3MUW_D	3MUW_D
3MUW_U		3MUW_U	3MUW_U
3MUW_A		3MUW_A	3MUW_A
2ZOL_E		2ZOL_E	2ZOL_E
2ZOL_F		2ZOL_F	2ZOL_F
2ZOL_B		2ZOL_B	2ZOL_B
2ZOL_D		2ZOL_D	2ZOL_D
2ZOL_C		2ZOL_C	2ZOL_C
2ZOL_A		2ZOL_A	2ZOL_A
2ZOK_K		2ZOK_K	2ZOK_K
2ZOK_J		2ZOK_J	2ZOK_J
2ZOK_L		2ZOK_L	2ZOK_L
2ZOK_I		2ZOK_I	2ZOK_I
2ZOK_H		2ZOK_H	2ZOK_H
2ZOK_G		2ZOK_G	2ZOK_G
2ZOK_F		2ZOK_F	2ZOK_F
2ZOK_E		2ZOK_E	2ZOK_E
2ZOK_D		2ZOK_D	2ZOK_D
2ZOK_C		2ZOK_C	2ZOK_C
2ZOK_B		2ZOK_B	2ZOK_B
2ZOK_A		2ZOK_A	2ZOK_A
1Z8Y_P		1Z8Y_P	1Z8Y_P
1Z8Y_O		1Z8Y_O	1Z8Y_O
1Z8Y_N		1Z8Y_N	1Z8Y_N
1Z8Y_M		1Z8Y_M	1Z8Y_M
1Z8Y_L		1Z8Y_L	1Z8Y_L
1Z8Y_K		1Z8Y_K	1Z8Y_K
1Z8Y_J		1Z8Y_J	1Z8Y_J
1Z8Y_I		1Z8Y_I	1Z8Y_I
1Z8Y_H		1Z8Y_H	1Z8Y_H
1Z8Y_G		1Z8Y_G	1Z8Y_G
1Z8Y_F		1Z8Y_F	1Z8Y_F
1Z8Y_E		1Z8Y_E	1Z8Y_E
1Z8Y_D		1Z8Y_D	1Z8Y_D
1Z8Y_C		1Z8Y_C	1Z8Y_C
1Z8Y_B		1Z8Y_B	1Z8Y_B
1Z8Y_A		1Z8Y_A	1Z8Y_A
1LD4_P		1LD4_P	1LD4_P
1LD4_O		1LD4_O	1LD4_O
1LD4_N		1LD4_N	1LD4_N
1LD4_M		1LD4_M	1LD4_M
1LD4_L		1LD4_L	1LD4_L
1LD4_K		1LD4_K	1LD4_K
1LD4_J		1LD4_J	1LD4_J
1LD4_I		1LD4_I	1LD4_I
1LD4_H		1LD4_H	1LD4_H
1LD4_G		1LD4_G	1LD4_G
1LD4_F		1LD4_F	1LD4_F
1LD4_E		1LD4_E	1LD4_E
1LD4_D		1LD4_D	1LD4_D
1LD4_C		1LD4_C	1LD4_C
1LD4_B		1LD4_B	1LD4_B
1LD4_A		1LD4_A	1LD4_A
6TYB_C		6TYB_C	6TYB_C
6TYB_G		6TYB_G	6TYB_G
BAS25710.1		BAS25710	BAS25710
BAP19067.1		BAP19067	BAP19067
BAO00903.1		BAO00903	BAO00903
BAO00902.1		BAO00902	BAO00902
BAO00901.1		BAO00901	BAO00901
BAO00900.1		BAO00900	BAO00900
BAO00899.1		BAO00899	BAO00899
BAO00898.1		BAO00898	BAO00898
BAO00897.1		BAO00897	BAO00897
BAO00896.1		BAO00896	BAO00896
BAO00895.1		BAO00895	BAO00895
BAO00894.1		BAO00894	BAO00894
BAO00893.1		BAO00893	BAO00893
BAO00892.1		BAO00892	BAO00892
BAO00891.1		BAO00891	BAO00891
BAO00890.1		BAO00890	BAO00890
BAO00889.1		BAO00889	BAO00889
BAO00888.1		BAO00888	BAO00888
BAO00887.1		BAO00887	BAO00887
BAO00886.1		BAO00886	BAO00886
BAO00885.1		BAO00885	BAO00885
BAO00884.1		BAO00884	BAO00884
BAO00883.1		BAO00883	BAO00883
BAO00882.1		BAO00882	BAO00882
BAO00881.1		BAO00881	BAO00881
BAN67951.1		BAN67951	BAN67951
BAN67950.1		BAN67950	BAN67950
BAN67949.1		BAN67949	BAN67949
BAN67948.1		BAN67948	BAN67948
BAN67947.1		BAN67947	BAN67947
BAN67946.1		BAN67946	BAN67946
BAN67945.1		BAN67945	BAN67945
BAN67944.1		BAN67944	BAN67944
BAN67943.1		BAN67943	BAN67943
BAN67918.1		BAN67918	BAN67918
BAN67909.1		BAN67909	BAN67909
BAN67900.1		BAN67900	BAN67900
BAM34500.1		BAM34500	BAM34500
BAJ08260.1		BAJ08260	BAJ08260
BAJ08255.1		BAJ08255	BAJ08255
BBO58774.1		BBO58774	BBO58774
BBO58773.1		BBO58773	BBO58773
BBO58772.1		BBO58772	BBO58772
BBO58771.1		BBO58771	BBO58771
BBO58770.1		BBO58770	BBO58770
BBO58769.1		BBO58769	BBO58769
BBO58768.1		BBO58768	BBO58768
BBO58767.1		BBO58767	BBO58767
BBO58766.1		BBO58766	BBO58766
BBO58765.1		BBO58765	BBO58765
BBO58764.1		BBO58764	BBO58764
BBO58763.1		BBO58763	BBO58763
BBO58762.1		BBO58762	BBO58762
BBO58761.1		BBO58761	BBO58761
BBO58760.1		BBO58760	BBO58760
BBO58759.1		BBO58759	BBO58759
BBO58758.1		BBO58758	BBO58758
BBO58757.1		BBO58757	BBO58757
BBO58756.1		BBO58756	BBO58756
BBO58755.1		BBO58755	BBO58755
BBO58754.1		BBO58754	BBO58754
BBO58753.1		BBO58753	BBO58753
BBO58752.1		BBO58752	BBO58752
BBO58751.1		BBO58751	BBO58751
BBO58750.1		BBO58750	BBO58750
BBO58749.1		BBO58749	BBO58749
BBO58748.1		BBO58748	BBO58748
BBO58747.1		BBO58747	BBO58747
BBO58746.1		BBO58746	BBO58746
BBO58745.1		BBO58745	BBO58745
BBO58744.1		BBO58744	BBO58744
BBO58743.1		BBO58743	BBO58743
BBO58742.1		BBO58742	BBO58742
BBO58741.1		BBO58741	BBO58741
BBO58740.1		BBO58740	BBO58740
BBO58739.1		BBO58739	BBO58739
BBO58738.1		BBO58738	BBO58738
BBO58737.1		BBO58737	BBO58737
BBO58736.1		BBO58736	BBO58736
BBO58735.1		BBO58735	BBO58735
BBO58734.1		BBO58734	BBO58734
BBO58733.1		BBO58733	BBO58733
BBO58732.1		BBO58732	BBO58732
BBO58731.1		BBO58731	BBO58731
BBO58730.1		BBO58730	BBO58730
BBO58729.1		BBO58729	BBO58729
BBO58728.1		BBO58728	BBO58728
BBO58727.1		BBO58727	BBO58727
BBO58726.1		BBO58726	BBO58726
BBO58725.1		BBO58725	BBO58725
BBO58724.1		BBO58724	BBO58724
BBO58723.1		BBO58723	BBO58723
BBO58722.1		BBO58722	BBO58722
BBO58721.1		BBO58721	BBO58721
BBO58720.1		BBO58720	BBO58720
BBO58719.1		BBO58719	BBO58719
BBO58718.1		BBO58718	BBO58718
BBO58717.1		BBO58717	BBO58717
BBO58716.1		BBO58716	BBO58716
BBO58715.1		BBO58715	BBO58715
BBO58714.1		BBO58714	BBO58714
BBO58713.1		BBO58713	BBO58713
BBO58712.1		BBO58712	BBO58712
BBO58711.1		BBO58711	BBO58711
BBO58710.1		BBO58710	BBO58710
BBO58709.1		BBO58709	BBO58709
BBO58905.1		BBO58905	BBO58905
BBO58904.1		BBO58904	BBO58904
BBO58903.1		BBO58903	BBO58903
BBO58902.1		BBO58902	BBO58902
BBO58901.1		BBO58901	BBO58901
BBO58900.1		BBO58900	BBO58900
BBO58899.1		BBO58899	BBO58899
BBO58898.1		BBO58898	BBO58898
BBO58897.1		BBO58897	BBO58897
BBO58896.1		BBO58896	BBO58896
BBO58895.1		BBO58895	BBO58895
BBO58894.1		BBO58894	BBO58894
BBO58893.1		BBO58893	BBO58893
BBO58892.1		BBO58892	BBO58892
BBO58891.1		BBO58891	BBO58891
BBO58890.1		BBO58890	BBO58890
BBO58889.1		BBO58889	BBO58889
BBO58888.1		BBO58888	BBO58888
BBO58887.1		BBO58887	BBO58887
BBO58886.1		BBO58886	BBO58886
BBO58885.1		BBO58885	BBO58885
BBO58884.1		BBO58884	BBO58884
BBO58883.1		BBO58883	BBO58883
BBO58882.1		BBO58882	BBO58882
BBO58881.1		BBO58881	BBO58881
BBO58880.1		BBO58880	BBO58880
BBO58879.1		BBO58879	BBO58879
BBO58878.1		BBO58878	BBO58878
BBO58877.1		BBO58877	BBO58877
BBO58876.1		BBO58876	BBO58876
BBO58875.1		BBO58875	BBO58875
BBO58874.1		BBO58874	BBO58874
BBO58873.1		BBO58873	BBO58873
BBO58872.1		BBO58872	BBO58872
BBO58871.1		BBO58871	BBO58871
BBO58870.1		BBO58870	BBO58870
BBO58869.1		BBO58869	BBO58869
BBO58868.1		BBO58868	BBO58868
BBO58867.1		BBO58867	BBO58867
BBO58866.1		BBO58866	BBO58866
BBO58865.1		BBO58865	BBO58865
BBO58864.1		BBO58864	BBO58864
BBO58863.1		BBO58863	BBO58863
BBO58862.1		BBO58862	BBO58862
BBO58861.1		BBO58861	BBO58861
BBO58860.1		BBO58860	BBO58860
BBO58859.1		BBO58859	BBO58859
BBO58858.1		BBO58858	BBO58858
BBO58857.1		BBO58857	BBO58857
BBO58856.1		BBO58856	BBO58856
BBO58855.1		BBO58855	BBO58855
BBO58854.1		BBO58854	BBO58854
BBO58853.1		BBO58853	BBO58853
BBO58852.1		BBO58852	BBO58852
BBO58851.1		BBO58851	BBO58851
BBO58850.1		BBO58850	BBO58850
BBO58849.1		BBO58849	BBO58849
BBO58848.1		BBO58848	BBO58848
BBO58847.1		BBO58847	BBO58847
BBO58846.1		BBO58846	BBO58846
BBO58845.1		BBO58845	BBO58845
BBO58844.1		BBO58844	BBO58844
BBO58843.1		BBO58843	BBO58843
BBO58842.1		BBO58842	BBO58842
BBO58841.1		BBO58841	BBO58841
BBO58840.1		BBO58840	BBO58840
BBO58839.1		BBO58839	BBO58839
BBO58838.1		BBO58838	BBO58838
BBO58837.1		BBO58837	BBO58837
BBO58836.1		BBO58836	BBO58836
BBO58835.1		BBO58835	BBO58835
BBO58834.1		BBO58834	BBO58834
BBO58833.1		BBO58833	BBO58833
BBO58832.1		BBO58832	BBO58832
BBO58831.1		BBO58831	BBO58831
BBO58830.1		BBO58830	BBO58830
BBO58829.1		BBO58829	BBO58829
BBO58828.1		BBO58828	BBO58828
BBO58827.1		BBO58827	BBO58827
BBO58826.1		BBO58826	BBO58826
BBO58825.1		BBO58825	BBO58825
BBO58824.1		BBO58824	BBO58824
BBO58823.1		BBO58823	BBO58823
BBO58822.1		BBO58822	BBO58822
BBO58821.1		BBO58821	BBO58821
