accession_version	isolate	locus	primary_accession
QBF80545.1		QBF80545	QBF80545
QBF80544.1		QBF80544	QBF80544
QBF80543.1		QBF80543	QBF80543
QBF80542.1		QBF80542	QBF80542
QBF80541.1		QBF80541	QBF80541
QBF80540.1		QBF80540	QBF80540
QBF80539.1		QBF80539	QBF80539
QBF80538.1		QBF80538	QBF80538
QBF80537.1		QBF80537	QBF80537
QBF80536.1		QBF80536	QBF80536
QBF80535.1		QBF80535	QBF80535
QBF80534.1		QBF80534	QBF80534
QBF80533.1		QBF80533	QBF80533
QBF80532.1		QBF80532	QBF80532
QBF80531.1		QBF80531	QBF80531
QBF80530.1		QBF80530	QBF80530
QBF80529.1		QBF80529	QBF80529
QBF80528.1		QBF80528	QBF80528
QBF80527.1		QBF80527	QBF80527
QBF80526.1		QBF80526	QBF80526
QBF80525.1		QBF80525	QBF80525
QBF80524.1		QBF80524	QBF80524
QBF80523.1		QBF80523	QBF80523
QBF80522.1		QBF80522	QBF80522
QBF80521.1		QBF80521	QBF80521
QBF80520.1		QBF80520	QBF80520
QBF80519.1		QBF80519	QBF80519
QBF80518.1		QBF80518	QBF80518
QBF80517.1		QBF80517	QBF80517
QBF80516.1		QBF80516	QBF80516
QBF80515.1		QBF80515	QBF80515
QBF80514.1		QBF80514	QBF80514
QBF80513.1		QBF80513	QBF80513
QBF80512.1		QBF80512	QBF80512
QBF80511.1		QBF80511	QBF80511
QBF80510.1		QBF80510	QBF80510
QBF80509.1		QBF80509	QBF80509
QBF80508.1		QBF80508	QBF80508
QBF80507.1		QBF80507	QBF80507
QBF80506.1		QBF80506	QBF80506
QBF80505.1		QBF80505	QBF80505
QBF80504.1		QBF80504	QBF80504
QBF80503.1		QBF80503	QBF80503
QBF80502.1		QBF80502	QBF80502
QBF80501.1		QBF80501	QBF80501
QBF80500.1		QBF80500	QBF80500
QBF80499.1		QBF80499	QBF80499
QBF80498.1		QBF80498	QBF80498
QBF80497.1		QBF80497	QBF80497
QBF80496.1		QBF80496	QBF80496
QBF80495.1		QBF80495	QBF80495
QBF80494.1		QBF80494	QBF80494
QBF80493.1		QBF80493	QBF80493
QBF80492.1		QBF80492	QBF80492
QBF80491.1		QBF80491	QBF80491
QBF80490.1		QBF80490	QBF80490
QBF80489.1		QBF80489	QBF80489
QBF80488.1		QBF80488	QBF80488
QBF80487.1		QBF80487	QBF80487
QBF80486.1		QBF80486	QBF80486
QBF80485.1		QBF80485	QBF80485
QBF80484.1		QBF80484	QBF80484
QBF80483.1		QBF80483	QBF80483
QBF80482.1		QBF80482	QBF80482
QBF80481.1		QBF80481	QBF80481
QBF80480.1		QBF80480	QBF80480
QBF80479.1		QBF80479	QBF80479
QBF80478.1		QBF80478	QBF80478
QBF80477.1		QBF80477	QBF80477
QBF80476.1		QBF80476	QBF80476
QBF80475.1		QBF80475	QBF80475
QBF80474.1		QBF80474	QBF80474
QBF80473.1		QBF80473	QBF80473
QBF80472.1		QBF80472	QBF80472
QBF80471.1		QBF80471	QBF80471
QBF80470.1		QBF80470	QBF80470
QBF80469.1		QBF80469	QBF80469
QBF80468.1		QBF80468	QBF80468
QBF80467.1		QBF80467	QBF80467
QBF80466.1		QBF80466	QBF80466
QBF80465.1		QBF80465	QBF80465
QBF80464.1		QBF80464	QBF80464
QBF80463.1		QBF80463	QBF80463
QBF80462.1		QBF80462	QBF80462
QBF80461.1		QBF80461	QBF80461
QBF80460.1		QBF80460	QBF80460
QBF80459.1		QBF80459	QBF80459
QBF80458.1		QBF80458	QBF80458
QBF80457.1		QBF80457	QBF80457
QBF80456.1		QBF80456	QBF80456
QBF80455.1		QBF80455	QBF80455
QBF80454.1		QBF80454	QBF80454
QBF80453.1		QBF80453	QBF80453
QBF44115.1	MERS-CoV/KOR/KCDC/001_2018-TSVi	QBF44115	QBF44115
QBF44114.1	MERS-CoV/KOR/KCDC/001_2018-TS	QBF44114	QBF44114
QBF44113.1	MERS-CoV/KOR/KCDC/001_2018-SP	QBF44113	QBF44113
AZK15908.1	MERS-CoV/KOR/KCDC/001_2018-TSVi	AZK15908	AZK15908
AZK15907.1	MERS-CoV/KOR/KCDC/001_2018-TSVi	AZK15907	AZK15907
AZK15906.1	MERS-CoV/KOR/KCDC/001_2018-TSVi	AZK15906	AZK15906
AZK15905.1	MERS-CoV/KOR/KCDC/001_2018-TSVi	AZK15905	AZK15905
AZK15904.1	MERS-CoV/KOR/KCDC/001_2018-TSVi	AZK15904	AZK15904
AZK15903.1	MERS-CoV/KOR/KCDC/001_2018-TSVi	AZK15903	AZK15903
AZK15902.1	MERS-CoV/KOR/KCDC/001_2018-TSVi	AZK15902	AZK15902
AZK15901.1	MERS-CoV/KOR/KCDC/001_2018-TSVi	AZK15901	AZK15901
AZK15900.1	MERS-CoV/KOR/KCDC/001_2018-TSVi	AZK15900	AZK15900
AZK15899.1	MERS-CoV/KOR/KCDC/001_2018-TSVi	AZK15899	AZK15899
AZK15898.1	MERS-CoV/KOR/KCDC/001_2018-TSVi	AZK15898	AZK15898
5YY5_B		5YY5_B	5YY5_B
5YY5_A		5YY5_A	5YY5_A
ATU80202.1	PREDICT-OTBA03-20130220	ATU80202	ATU80202
AXN73533.1	Hu/Riyadh-KSA-036D1N/2016	AXN73533	AXN73533
AXN73532.1	Hu/Riyadh-KSA-036D1N/2016	AXN73532	AXN73532
AXN73531.1	Hu/Riyadh-KSA-036D1N/2016	AXN73531	AXN73531
AXN73530.1	Hu/Riyadh-KSA-036D1N/2016	AXN73530	AXN73530
AXN73529.1	Hu/Riyadh-KSA-036D1N/2016	AXN73529	AXN73529
AXN73528.1	Hu/Riyadh-KSA-036D1N/2016	AXN73528	AXN73528
AXN73527.1	Hu/Riyadh-KSA-036D1N/2016	AXN73527	AXN73527
AXN73526.1	Hu/Riyadh-KSA-036D1N/2016	AXN73526	AXN73526
AXN73525.1	Hu/Riyadh-KSA-036D1N/2016	AXN73525	AXN73525
AXN73524.1	Hu/Riyadh-KSA-036D1N/2016	AXN73524	AXN73524
AXN73523.1	Hu/Riyadh-KSA-036D1N/2016	AXN73523	AXN73523
AXN73522.1	Hu/Riyadh-KSA-039D3T/2016	AXN73522	AXN73522
AXN73521.1	Hu/Riyadh-KSA-039D3T/2016	AXN73521	AXN73521
AXN73520.1	Hu/Riyadh-KSA-039D3T/2016	AXN73520	AXN73520
AXN73519.1	Hu/Riyadh-KSA-039D3T/2016	AXN73519	AXN73519
AXN73518.1	Hu/Riyadh-KSA-039D3T/2016	AXN73518	AXN73518
AXN73517.1	Hu/Riyadh-KSA-039D3T/2016	AXN73517	AXN73517
AXN73516.1	Hu/Riyadh-KSA-039D3T/2016	AXN73516	AXN73516
AXN73515.1	Hu/Riyadh-KSA-039D3T/2016	AXN73515	AXN73515
AXN73514.1	Hu/Riyadh-KSA-039D3T/2016	AXN73514	AXN73514
AXN73513.1	Hu/Riyadh-KSA-039D3T/2016	AXN73513	AXN73513
AXN73512.1	Hu/Riyadh-KSA-039D3T/2016	AXN73512	AXN73512
AXN73511.1	Hu/Riyadh-KSA-031D1N/2015	AXN73511	AXN73511
AXN73510.1	Hu/Riyadh-KSA-031D1N/2015	AXN73510	AXN73510
AXN73509.1	Hu/Riyadh-KSA-031D1N/2015	AXN73509	AXN73509
AXN73508.1	Hu/Riyadh-KSA-031D1N/2015	AXN73508	AXN73508
AXN73507.1	Hu/Riyadh-KSA-031D1N/2015	AXN73507	AXN73507
AXN73506.1	Hu/Riyadh-KSA-031D1N/2015	AXN73506	AXN73506
AXN73505.1	Hu/Riyadh-KSA-031D1N/2015	AXN73505	AXN73505
AXN73504.1	Hu/Riyadh-KSA-031D1N/2015	AXN73504	AXN73504
AXN73503.1	Hu/Riyadh-KSA-031D1N/2015	AXN73503	AXN73503
AXN73502.1	Hu/Riyadh-KSA-031D1N/2015	AXN73502	AXN73502
AXN73501.1	Hu/Riyadh-KSA-031D1N/2015	AXN73501	AXN73501
AXN73500.1	Hu/Riyadh-KSA-015D1P/2015	AXN73500	AXN73500
AXN73499.1	Hu/Riyadh-KSA-015D1P/2015	AXN73499	AXN73499
AXN73498.1	Hu/Riyadh-KSA-015D1P/2015	AXN73498	AXN73498
AXN73497.1	Hu/Riyadh-KSA-015D1P/2015	AXN73497	AXN73497
AXN73496.1	Hu/Riyadh-KSA-015D1P/2015	AXN73496	AXN73496
AXN73495.1	Hu/Riyadh-KSA-015D1P/2015	AXN73495	AXN73495
AXN73494.1	Hu/Riyadh-KSA-015D1P/2015	AXN73494	AXN73494
AXN73493.1	Hu/Riyadh-KSA-015D1P/2015	AXN73493	AXN73493
AXN73492.1	Hu/Riyadh-KSA-015D1P/2015	AXN73492	AXN73492
AXN73491.1	Hu/Riyadh-KSA-015D1P/2015	AXN73491	AXN73491
AXN73490.1	Hu/Riyadh-KSA-015D1P/2015	AXN73490	AXN73490
AXN73489.1	Hu/Riyadh-KSA-014D1N/2015	AXN73489	AXN73489
AXN73488.1	Hu/Riyadh-KSA-014D1N/2015	AXN73488	AXN73488
AXN73487.1	Hu/Riyadh-KSA-014D1N/2015	AXN73487	AXN73487
AXN73486.1	Hu/Riyadh-KSA-014D1N/2015	AXN73486	AXN73486
AXN73485.1	Hu/Riyadh-KSA-014D1N/2015	AXN73485	AXN73485
AXN73484.1	Hu/Riyadh-KSA-014D1N/2015	AXN73484	AXN73484
AXN73483.1	Hu/Riyadh-KSA-014D1N/2015	AXN73483	AXN73483
AXN73482.1	Hu/Riyadh-KSA-014D1N/2015	AXN73482	AXN73482
AXN73481.1	Hu/Riyadh-KSA-014D1N/2015	AXN73481	AXN73481
AXN73480.1	Hu/Riyadh-KSA-014D1N/2015	AXN73480	AXN73480
AXN73479.1	Hu/Riyadh-KSA-014D1N/2015	AXN73479	AXN73479
AXN73478.1	Hu/Riyadh-KSA-012D1S/2015	AXN73478	AXN73478
AXN73477.1	Hu/Riyadh-KSA-012D1S/2015	AXN73477	AXN73477
AXN73476.1	Hu/Riyadh-KSA-012D1S/2015	AXN73476	AXN73476
AXN73475.1	Hu/Riyadh-KSA-012D1S/2015	AXN73475	AXN73475
AXN73474.1	Hu/Riyadh-KSA-012D1S/2015	AXN73474	AXN73474
AXN73473.1	Hu/Riyadh-KSA-012D1S/2015	AXN73473	AXN73473
AXN73472.1	Hu/Riyadh-KSA-012D1S/2015	AXN73472	AXN73472
AXN73471.1	Hu/Riyadh-KSA-012D1S/2015	AXN73471	AXN73471
AXN73470.1	Hu/Riyadh-KSA-012D1S/2015	AXN73470	AXN73470
AXN73469.1	Hu/Riyadh-KSA-012D1S/2015	AXN73469	AXN73469
AXN73468.1	Hu/Riyadh-KSA-012D1S/2015	AXN73468	AXN73468
AXN73467.1	Hu/Riyadh-KSA-009D1N/2015	AXN73467	AXN73467
AXN73466.1	Hu/Riyadh-KSA-009D1N/2015	AXN73466	AXN73466
AXN73465.1	Hu/Riyadh-KSA-009D1N/2015	AXN73465	AXN73465
AXN73464.1	Hu/Riyadh-KSA-009D1N/2015	AXN73464	AXN73464
AXN73463.1	Hu/Riyadh-KSA-009D1N/2015	AXN73463	AXN73463
AXN73462.1	Hu/Riyadh-KSA-009D1N/2015	AXN73462	AXN73462
AXN73461.1	Hu/Riyadh-KSA-009D1N/2015	AXN73461	AXN73461
AXN73460.1	Hu/Riyadh-KSA-009D1N/2015	AXN73460	AXN73460
AXN73459.1	Hu/Riyadh-KSA-009D1N/2015	AXN73459	AXN73459
AXN73458.1	Hu/Riyadh-KSA-009D1N/2015	AXN73458	AXN73458
AXN73457.1	Hu/Riyadh-KSA-009D1N/2015	AXN73457	AXN73457
AXN73456.1	Hu/Riyadh-KSA-008D3N/2015	AXN73456	AXN73456
AXN73455.1	Hu/Riyadh-KSA-008D3N/2015	AXN73455	AXN73455
AXN73454.1	Hu/Riyadh-KSA-008D3N/2015	AXN73454	AXN73454
AXN73453.1	Hu/Riyadh-KSA-008D3N/2015	AXN73453	AXN73453
AXN73452.1	Hu/Riyadh-KSA-008D3N/2015	AXN73452	AXN73452
AXN73451.1	Hu/Riyadh-KSA-008D3N/2015	AXN73451	AXN73451
AXN73450.1	Hu/Riyadh-KSA-008D3N/2015	AXN73450	AXN73450
AXN73449.1	Hu/Riyadh-KSA-008D3N/2015	AXN73449	AXN73449
AXN73448.1	Hu/Riyadh-KSA-008D3N/2015	AXN73448	AXN73448
AXN73447.1	Hu/Riyadh-KSA-008D3N/2015	AXN73447	AXN73447
AXN73446.1	Hu/Riyadh-KSA-008D3N/2015	AXN73446	AXN73446
AXN73445.1	Hu/Riyadh-KSA-007D1N/2015	AXN73445	AXN73445
AXN73444.1	Hu/Riyadh-KSA-007D1N/2015	AXN73444	AXN73444
AXN73443.1	Hu/Riyadh-KSA-007D1N/2015	AXN73443	AXN73443
AXN73442.1	Hu/Riyadh-KSA-007D1N/2015	AXN73442	AXN73442
AXN73441.1	Hu/Riyadh-KSA-007D1N/2015	AXN73441	AXN73441
AXN73440.1	Hu/Riyadh-KSA-007D1N/2015	AXN73440	AXN73440
AXN73439.1	Hu/Riyadh-KSA-007D1N/2015	AXN73439	AXN73439
AXN73438.1	Hu/Riyadh-KSA-007D1N/2015	AXN73438	AXN73438
AXN73437.1	Hu/Riyadh-KSA-007D1N/2015	AXN73437	AXN73437
AXN73436.1	Hu/Riyadh-KSA-007D1N/2015	AXN73436	AXN73436
AXN73435.1	Hu/Riyadh-KSA-007D1N/2015	AXN73435	AXN73435
AXN73434.1	Hu/Riyadh-KSA-006D1S/2015	AXN73434	AXN73434
AXN73433.1	Hu/Riyadh-KSA-006D1S/2015	AXN73433	AXN73433
AXN73432.1	Hu/Riyadh-KSA-006D1S/2015	AXN73432	AXN73432
AXN73431.1	Hu/Riyadh-KSA-006D1S/2015	AXN73431	AXN73431
AXN73430.1	Hu/Riyadh-KSA-006D1S/2015	AXN73430	AXN73430
AXN73429.1	Hu/Riyadh-KSA-006D1S/2015	AXN73429	AXN73429
AXN73428.1	Hu/Riyadh-KSA-006D1S/2015	AXN73428	AXN73428
AXN73427.1	Hu/Riyadh-KSA-006D1S/2015	AXN73427	AXN73427
AXN73426.1	Hu/Riyadh-KSA-006D1S/2015	AXN73426	AXN73426
AXN73425.1	Hu/Riyadh-KSA-006D1S/2015	AXN73425	AXN73425
AXN73424.1	Hu/Riyadh-KSA-006D1S/2015	AXN73424	AXN73424
AXN73423.1	Hu/Riyadh-KSA-005D1S/2015	AXN73423	AXN73423
AXN73422.1	Hu/Riyadh-KSA-005D1S/2015	AXN73422	AXN73422
AXN73421.1	Hu/Riyadh-KSA-005D1S/2015	AXN73421	AXN73421
AXN73420.1	Hu/Riyadh-KSA-005D1S/2015	AXN73420	AXN73420
AXN73419.1	Hu/Riyadh-KSA-005D1S/2015	AXN73419	AXN73419
AXN73418.1	Hu/Riyadh-KSA-005D1S/2015	AXN73418	AXN73418
AXN73417.1	Hu/Riyadh-KSA-005D1S/2015	AXN73417	AXN73417
AXN73416.1	Hu/Riyadh-KSA-005D1S/2015	AXN73416	AXN73416
AXN73415.1	Hu/Riyadh-KSA-005D1S/2015	AXN73415	AXN73415
AXN73414.1	Hu/Riyadh-KSA-005D1S/2015	AXN73414	AXN73414
AXN73413.1	Hu/Riyadh-KSA-005D1S/2015	AXN73413	AXN73413
AXN73412.1	Hu/Riyadh-KSA-004D1S/2015	AXN73412	AXN73412
AXN73411.1	Hu/Riyadh-KSA-004D1S/2015	AXN73411	AXN73411
AXN73410.1	Hu/Riyadh-KSA-004D1S/2015	AXN73410	AXN73410
AXN73409.1	Hu/Riyadh-KSA-004D1S/2015	AXN73409	AXN73409
AXN73408.1	Hu/Riyadh-KSA-004D1S/2015	AXN73408	AXN73408
AXN73407.1	Hu/Riyadh-KSA-004D1S/2015	AXN73407	AXN73407
AXN73406.1	Hu/Riyadh-KSA-004D1S/2015	AXN73406	AXN73406
AXN73405.1	Hu/Riyadh-KSA-004D1S/2015	AXN73405	AXN73405
AXN73404.1	Hu/Riyadh-KSA-004D1S/2015	AXN73404	AXN73404
AXN73403.1	Hu/Riyadh-KSA-004D1S/2015	AXN73403	AXN73403
AXN73402.1	Hu/Riyadh-KSA-004D1S/2015	AXN73402	AXN73402
AXN73401.1	Hu/Riyadh-KSA-002D1N/2015	AXN73401	AXN73401
AXN73400.1	Hu/Riyadh-KSA-002D1N/2015	AXN73400	AXN73400
AXN73399.1	Hu/Riyadh-KSA-002D1N/2015	AXN73399	AXN73399
AXN73398.1	Hu/Riyadh-KSA-002D1N/2015	AXN73398	AXN73398
AXN73397.1	Hu/Riyadh-KSA-002D1N/2015	AXN73397	AXN73397
AXN73396.1	Hu/Riyadh-KSA-002D1N/2015	AXN73396	AXN73396
AXN73395.1	Hu/Riyadh-KSA-002D1N/2015	AXN73395	AXN73395
AXN73394.1	Hu/Riyadh-KSA-002D1N/2015	AXN73394	AXN73394
AXN73393.1	Hu/Riyadh-KSA-002D1N/2015	AXN73393	AXN73393
AXN73392.1	Hu/Riyadh-KSA-002D1N/2015	AXN73392	AXN73392
AXN73391.1	Hu/Riyadh-KSA-002D1N/2015	AXN73391	AXN73391
QAT98918.1	011/LOM/C20/F<1	QAT98918	QAT98918
QAT98917.1	011/LOM/C20/F<1	QAT98917	QAT98917
QAT98916.1	011/LOM/C20/F<1	QAT98916	QAT98916
QAT98915.1	011/LOM/C20/F<1	QAT98915	QAT98915
QAT98914.1	011/LOM/C20/F<1	QAT98914	QAT98914
QAT98913.1	011/LOM/C20/F<1	QAT98913	QAT98913
QAT98912.1	011/LOM/C20/F<1	QAT98912	QAT98912
QAT98911.1	011/LOM/C20/F<1	QAT98911	QAT98911
QAT98910.1	011/LOM/C20/F<1	QAT98910	QAT98910
QAT98909.1	011/LOM/C20/F<1	QAT98909	QAT98909
QAT98908.1	011/LOM/C20/F<1	QAT98908	QAT98908
QAT98907.1	011/DAB/C8/F<1	QAT98907	QAT98907
QAT98906.1	011/DAB/C8/F<1	QAT98906	QAT98906
QAT98905.1	011/DAB/C8/F<1	QAT98905	QAT98905
QAT98904.1	011/DAB/C8/F<1	QAT98904	QAT98904
QAT98903.1	011/DAB/C8/F<1	QAT98903	QAT98903
QAT98902.1	011/DAB/C8/F<1	QAT98902	QAT98902
QAT98901.1	011/DAB/C8/F<1	QAT98901	QAT98901
QAT98900.1	011/DAB/C8/F<1	QAT98900	QAT98900
QAT98899.1	011/DAB/C8/F<1	QAT98899	QAT98899
QAT98898.1	011/DAB/C8/F<1	QAT98898	QAT98898
QAT98897.1	011/DAB/C8/F<1	QAT98897	QAT98897
AXP07362.1	MERS-CoV camel/Kenya/C1272/2018	AXP07362	AXP07362
AXP07361.1	MERS-CoV camel/Kenya/C1272/2018	AXP07361	AXP07361
AXP07360.1	MERS-CoV camel/Kenya/C1272/2018	AXP07360	AXP07360
AXP07359.1	MERS-CoV camel/Kenya/C1272/2018	AXP07359	AXP07359
AXP07358.1	MERS-CoV camel/Kenya/C1272/2018	AXP07358	AXP07358
AXP07357.1	MERS-CoV camel/Kenya/C1272/2018	AXP07357	AXP07357
AXP07356.1	MERS-CoV camel/Kenya/C1272/2018	AXP07356	AXP07356
AXP07355.1	MERS-CoV camel/Kenya/C1272/2018	AXP07355	AXP07355
AXP07354.1	MERS-CoV camel/Kenya/C1272/2018	AXP07354	AXP07354
AXP07353.1	MERS-CoV camel/Kenya/C1272/2018	AXP07353	AXP07353
AXP07352.1	MERS-CoV camel/Kenya/C1215/2018	AXP07352	AXP07352
AXP07351.1	MERS-CoV camel/Kenya/C1215/2018	AXP07351	AXP07351
AXP07350.1	MERS-CoV camel/Kenya/C1215/2018	AXP07350	AXP07350
AXP07349.1	MERS-CoV camel/Kenya/C1215/2018	AXP07349	AXP07349
AXP07348.1	MERS-CoV camel/Kenya/C1215/2018	AXP07348	AXP07348
AXP07347.1	MERS-CoV camel/Kenya/C1215/2018	AXP07347	AXP07347
AXP07346.1	MERS-CoV camel/Kenya/C1215/2018	AXP07346	AXP07346
AXP07345.1	MERS-CoV camel/Kenya/C1215/2018	AXP07345	AXP07345
AXP07344.1	MERS-CoV camel/Kenya/C1215/2018	AXP07344	AXP07344
AXP07343.1	MERS-CoV camel/Kenya/C1215/2018	AXP07343	AXP07343
AZL96751.1	Egypt/Giza-9/2018	AZL96751	AZL96751
AZL96750.1	Egypt/Giza-6/2018	AZL96750	AZL96750
AZL96749.1	Egypt/Giza-3/2018	AZL96749	AZL96749
5YVD_B		5YVD_B	5YVD_B
5YVD_A		5YVD_A	5YVD_A
4RSP_A		4RSP_A	4RSP_A
AYV64569.1	Hu/Jordan-201440011858/2014	AYV64569	AYV64569
AYV64568.1	Hu/Jordan-201440011858/2014	AYV64568	AYV64568
AYV64567.1	Hu/Jordan-201440011858/2014	AYV64567	AYV64567
AYV64566.1	Hu/Jordan-201440011858/2014	AYV64566	AYV64566
AYV64565.1	Hu/Jordan-201440011858/2014	AYV64565	AYV64565
AYV64564.1	Hu/Jordan-201440011858/2014	AYV64564	AYV64564
AYV64563.1	Hu/Jordan-201440011858/2014	AYV64563	AYV64563
AYV64562.1	Hu/Jordan-201440011858/2014	AYV64562	AYV64562
AYV64561.1	Hu/Jordan-201440011858/2014	AYV64561	AYV64561
AYV64560.1	Hu/Jordan-201440011858/2014	AYV64560	AYV64560
AYV64559.1	Hu/Jordan-201440011858/2014	AYV64559	AYV64559
AYV64558.1	Hu/Jordan-201440011123/2014	AYV64558	AYV64558
AYV64557.1	Hu/Jordan-201440011123/2014	AYV64557	AYV64557
AYV64556.1	Hu/Jordan-201440011123/2014	AYV64556	AYV64556
AYV64555.1	Hu/Jordan-201440011123/2014	AYV64555	AYV64555
AYV64554.1	Hu/Jordan-201440011123/2014	AYV64554	AYV64554
AYV64553.1	Hu/Jordan-201440011123/2014	AYV64553	AYV64553
AYV64552.1	Hu/Jordan-201440011123/2014	AYV64552	AYV64552
AYV64551.1	Hu/Jordan-201440011123/2014	AYV64551	AYV64551
AYV64550.1	Hu/Jordan-201440011123/2014	AYV64550	AYV64550
AYV64549.1	Hu/Jordan-201440011123/2014	AYV64549	AYV64549
AYV64548.1	Hu/Jordan-201440011123/2014	AYV64548	AYV64548
AYP10307.1	Hu/Jordan-201440011858/2014	AYP10307	AYP10307
AYP10306.1	Hu/Jordan-201440011858/2014	AYP10306	AYP10306
AYP10305.1	Hu/Jordan-201440011858/2014	AYP10305	AYP10305
AYP10304.1	Hu/Jordan-201440011858/2014	AYP10304	AYP10304
AYP10303.1	Hu/Jordan-201440011858/2014	AYP10303	AYP10303
AYP10302.1	Hu/Jordan-201440011858/2014	AYP10302	AYP10302
AYP10301.1	Hu/Jordan-201440011858/2014	AYP10301	AYP10301
AYP10300.1	Hu/Jordan-201440011858/2014	AYP10300	AYP10300
AYP10299.1	Hu/Jordan-201440011858/2014	AYP10299	AYP10299
AYP10298.1	Hu/Jordan-201440011858/2014	AYP10298	AYP10298
AYP10297.1	Hu/Jordan-201440011858/2014	AYP10297	AYP10297
AYN72346.1	PAK150	AYN72346	AYN72346
AYN72345.1	PAK150	AYN72345	AYN72345
AXN73389.1	Hu/Riyadh-KSA-023D3N/2015	AXN73389	AXN73389
AXN73388.1	Hu/Riyadh-KSA-023D3N/2015	AXN73388	AXN73388
AXN73387.1	Hu/Riyadh-KSA-023D3N/2015	AXN73387	AXN73387
AXN73386.1	Hu/Riyadh-KSA-023D3N/2015	AXN73386	AXN73386
AXN73385.1	Hu/Riyadh-KSA-023D3N/2015	AXN73385	AXN73385
AXN73384.1	Hu/Riyadh-KSA-023D3N/2015	AXN73384	AXN73384
AXN73383.1	Hu/Riyadh-KSA-023D3N/2015	AXN73383	AXN73383
AXN73382.1	Hu/Riyadh-KSA-023D3N/2015	AXN73382	AXN73382
AXN73381.1	Hu/Riyadh-KSA-023D3N/2015	AXN73381	AXN73381
AXN73380.1	Hu/Riyadh-KSA-023D3N/2015	AXN73380	AXN73380
AXN73379.1	Hu/Riyadh-KSA-023D3N/2015	AXN73379	AXN73379
AXN73378.1	Hu/Riyadh-KSA-023D1N/2015	AXN73378	AXN73378
AXN73377.1	Hu/Riyadh-KSA-023D1N/2015	AXN73377	AXN73377
AXN73376.1	Hu/Riyadh-KSA-023D1N/2015	AXN73376	AXN73376
AXN73375.1	Hu/Riyadh-KSA-023D1N/2015	AXN73375	AXN73375
AXN73374.1	Hu/Riyadh-KSA-023D1N/2015	AXN73374	AXN73374
AXN73373.1	Hu/Riyadh-KSA-023D1N/2015	AXN73373	AXN73373
AXN73372.1	Hu/Riyadh-KSA-023D1N/2015	AXN73372	AXN73372
AXN73371.1	Hu/Riyadh-KSA-023D1N/2015	AXN73371	AXN73371
AXN73370.1	Hu/Riyadh-KSA-023D1N/2015	AXN73370	AXN73370
AXN73369.1	Hu/Riyadh-KSA-023D1N/2015	AXN73369	AXN73369
AXN73368.1	Hu/Riyadh-KSA-023D1N/2015	AXN73368	AXN73368
AYJ71489.1		AYJ71489	AYJ71489
AYJ71488.1		AYJ71488	AYJ71488
AYJ71487.1		AYJ71487	AYJ71487
AYJ71486.1		AYJ71486	AYJ71486
AYJ71485.1		AYJ71485	AYJ71485
AYJ71484.1		AYJ71484	AYJ71484
AYJ71483.1		AYJ71483	AYJ71483
AYJ71482.1		AYJ71482	AYJ71482
AYJ71481.1		AYJ71481	AYJ71481
AYJ71480.1		AYJ71480	AYJ71480
AYJ71479.1		AYJ71479	AYJ71479
AYJ71478.1		AYJ71478	AYJ71478
AYJ71477.1		AYJ71477	AYJ71477
AYJ71476.1		AYJ71476	AYJ71476
AYJ71475.1		AYJ71475	AYJ71475
AYJ71474.1		AYJ71474	AYJ71474
AYJ71473.1		AYJ71473	AYJ71473
AYJ71472.1		AYJ71472	AYJ71472
AYJ71471.1		AYJ71471	AYJ71471
AYJ71470.1		AYJ71470	AYJ71470
AYJ71469.1		AYJ71469	AYJ71469
AYJ71468.1		AYJ71468	AYJ71468
AYM48039.1		AYM48039	AYM48039
AYM48038.1		AYM48038	AYM48038
AYM48037.1		AYM48037	AYM48037
AYM48036.1		AYM48036	AYM48036
AYM48035.1		AYM48035	AYM48035
AYM48034.1		AYM48034	AYM48034
AYM48033.1		AYM48033	AYM48033
AYM48032.1		AYM48032	AYM48032
AYM48031.1		AYM48031	AYM48031
AYM48030.1		AYM48030	AYM48030
AYM48029.1		AYM48029	AYM48029
ARQ84777.1	Hu/Amman-Jordan-12716/2015	ARQ84777	ARQ84777
ARQ84776.1	Hu/Amman-Jordan-12716/2015	ARQ84776	ARQ84776
ARQ84775.1	Hu/Amman-Jordan-12716/2015	ARQ84775	ARQ84775
ARQ84774.1	Hu/Amman-Jordan-12716/2015	ARQ84774	ARQ84774
ARQ84773.1	Hu/Amman-Jordan-12716/2015	ARQ84773	ARQ84773
ARQ84772.1	Hu/Amman-Jordan-12716/2015	ARQ84772	ARQ84772
ARQ84771.1	Hu/Amman-Jordan-12716/2015	ARQ84771	ARQ84771
ARQ84770.1	Hu/Amman-Jordan-12716/2015	ARQ84770	ARQ84770
ARQ84769.1	Hu/Amman-Jordan-12716/2015	ARQ84769	ARQ84769
ARQ84768.1	Hu/Amman-Jordan-12716/2015	ARQ84768	ARQ84768
ARQ84767.1	Hu/Amman-Jordan-12716/2015	ARQ84767	ARQ84767
ARQ84766.1	Hu/Amman-Jordan-12918/2015	ARQ84766	ARQ84766
ARQ84765.1	Hu/Amman-Jordan-12918/2015	ARQ84765	ARQ84765
ARQ84764.1	Hu/Amman-Jordan-12918/2015	ARQ84764	ARQ84764
ARQ84763.1	Hu/Amman-Jordan-12918/2015	ARQ84763	ARQ84763
ARQ84762.1	Hu/Amman-Jordan-12918/2015	ARQ84762	ARQ84762
ARQ84761.1	Hu/Amman-Jordan-12918/2015	ARQ84761	ARQ84761
